customer_id,age,gender,location,income_bracket,acquisition_channel,product_category,purchase_frequency,recency_days,avg_order_value,total_monetary_value,email_opened,email_clicked,social_engaged,paid_ad_clicked,campaign_converted,cac,clv,churn_flag,last_purchase_date
CUST00993,32,Other,Ahmedabad,Mid (3-8L),Social Media,Beauty,23,730,13429.8,308885.4,0,0,1,0,1,2145.82,700054.73,0,2023-01-01
CUST00994,37,Male,Delhi,Mid (3-8L),Email,Electronics,1,699,4648.03,4648.03,0,0,0,0,0,387.66,12231.28,1,2023-02-01
CUST00995,45,Female,Kolkata,Low (<3L),Organic,Home & Kitchen,10,379,5999.89,59998.9,0,0,1,1,1,2774.76,185279.54,0,2023-12-18
CUST00996,20,Other,Ahmedabad,Low (<3L),Referral,Sports,11,371,756.29,8319.19,1,1,1,0,0,1843.95,30794.23,0,2023-12-26
CUST00997,49,Male,Kolkata,Low (<3L),Referral,Electronics,25,642,7280.62,182015.5,0,0,0,0,0,2227.98,598652.84,0,2023-03-30
CUST00998,47,Female,Pune,Mid (3-8L),Organic,Electronics,16,695,5046.23,80739.68,1,0,1,0,0,559.48,295248.19,0,2023-02-05
CUST00999,50,Female,Delhi,Mid (3-8L),Referral,Groceries,9,17,8606.23,77456.07,0,0,1,0,1,1575.08,290898.23,0,2024-12-14
CUST01000,28,Male,Hyderabad,High (8-20L),Referral,Sports,4,27,2575.5,10302.0,0,0,0,1,0,215.94,35432.19,0,2024-12-04
CUST01001,29,Female,Mumbai,High (8-20L),Social Media,Home & Kitchen,8,382,13023.81,104190.48,1,0,1,0,0,589.77,349130.94,0,2023-12-15
CUST01002,54,Male,Ahmedabad,Premium (20L+),Paid Ads,Beauty,26,15,6620.61,172135.86,1,1,0,1,0,980.93,498024.14,0,2024-12-16
CUST01003,22,Male,Delhi,High (8-20L),Paid Ads,Clothing,16,320,7754.57,124073.12,0,0,0,0,0,267.51,212902.5,0,2024-02-15
CUST01004,60,Male,Ahmedabad,High (8-20L),Organic,Clothing,9,241,1282.24,11540.16,0,0,1,0,0,850.3,21562.42,0,2024-05-04
CUST01005,65,Other,Kolkata,Low (<3L),Paid Ads,Clothing,2,208,11884.88,23769.76,0,0,1,0,0,2472.09,54642.47,0,2024-06-06
CUST01006,48,Male,Chennai,Premium (20L+),Referral,Electronics,16,511,1755.99,28095.84,1,1,0,0,1,2601.97,52356.78,0,2023-08-08
CUST01007,48,Other,Delhi,Mid (3-8L),Social Media,Beauty,21,307,12644.63,265537.23,1,1,1,1,0,1409.24,976293.25,0,2024-02-28
CUST01008,19,Male,Pune,Premium (20L+),Referral,Home & Kitchen,20,500,11304.55,226091.0,0,0,1,1,1,2315.2,428038.38,0,2023-08-19
CUST01009,51,Female,Ahmedabad,Low (<3L),Referral,Beauty,20,699,6434.55,128691.0,0,0,0,0,0,1234.66,319561.42,0,2023-02-01
CUST01010,59,Female,Hyderabad,High (8-20L),Paid Ads,Home & Kitchen,28,249,7818.17,218908.76,1,1,0,1,0,2135.99,862077.28,0,2024-04-26
CUST01011,51,Other,Delhi,High (8-20L),Paid Ads,Groceries,30,453,13158.85,394765.5,0,0,1,1,1,1784.84,936100.73,0,2023-10-05
CUST01012,30,Female,Kolkata,High (8-20L),Paid Ads,Home & Kitchen,20,296,10144.36,202887.2,0,0,0,1,0,2120.74,665785.02,0,2024-03-10
CUST01013,38,Male,Ahmedabad,Mid (3-8L),Email,Beauty,24,432,9687.35,232496.4,0,0,1,0,1,2466.82,566709.17,0,2023-10-26
CUST01014,48,Other,Hyderabad,Premium (20L+),Organic,Electronics,11,581,4044.47,44489.17,0,0,1,0,1,2476.72,176162.38,0,2023-05-30
CUST01015,22,Male,Hyderabad,Premium (20L+),Referral,Beauty,30,167,8878.68,266360.4,1,1,1,0,0,2948.42,817801.49,0,2024-07-17
CUST01016,56,Male,Ahmedabad,Premium (20L+),Referral,Home & Kitchen,11,608,2353.99,25893.89,0,0,1,0,0,396.78,45797.33,0,2023-05-03
CUST01017,35,Male,Delhi,Premium (20L+),Social Media,Clothing,2,54,8628.54,17257.08,0,0,0,1,1,2214.8,38146.26,0,2024-11-07
CUST01018,32,Male,Hyderabad,High (8-20L),Social Media,Electronics,5,707,8439.54,42197.7,1,1,0,1,0,1925.63,163988.0,0,2023-01-24
CUST01019,54,Other,Hyderabad,Premium (20L+),Email,Groceries,4,478,12727.12,50908.48,0,0,0,1,1,2697.28,193150.02,0,2023-09-10
CUST01020,24,Male,Chennai,High (8-20L),Referral,Clothing,19,116,12788.97,242990.43,1,0,0,0,0,1343.9,634285.86,0,2024-09-06
CUST01021,65,Female,Kolkata,Low (<3L),Organic,Beauty,25,452,3315.39,82884.75,1,0,1,1,0,1621.17,204704.75,0,2023-10-06
CUST01022,56,Male,Pune,Mid (3-8L),Email,Sports,20,15,10344.19,206883.8,0,0,1,0,0,1189.14,452114.43,0,2024-12-16
CUST01023,36,Male,Kolkata,Premium (20L+),Email,Beauty,22,154,3887.87,85533.14,0,0,1,0,0,1166.52,209763.81,0,2024-07-30
CUST01024,45,Other,Ahmedabad,Premium (20L+),Email,Home & Kitchen,14,469,5418.98,75865.72,1,0,1,1,0,813.58,224846.0,0,2023-09-19
CUST01025,56,Other,Chennai,Low (<3L),Referral,Groceries,12,681,11482.44,137789.28,0,0,0,0,0,1923.26,397116.98,0,2023-02-19
CUST01026,23,Other,Hyderabad,Premium (20L+),Social Media,Electronics,10,585,12919.95,129199.5,1,1,0,0,0,666.56,215368.75,0,2023-05-26
CUST01027,57,Male,Bangalore,High (8-20L),Organic,Electronics,16,297,13455.35,215285.6,0,0,0,0,0,1887.38,364396.43,0,2024-03-09
CUST01028,35,Male,Delhi,Premium (20L+),Organic,Clothing,25,353,10931.16,273279.0,0,0,0,0,0,2403.34,632284.16,0,2024-01-13
CUST01029,35,Other,Mumbai,Low (<3L),Referral,Home & Kitchen,5,559,1010.66,5053.3,0,0,0,0,0,2612.73,18119.62,0,2023-06-21
CUST01030,35,Female,Chennai,Premium (20L+),Social Media,Groceries,23,618,10787.42,248110.66,0,0,0,0,0,2952.0,456464.22,0,2023-04-23
CUST01031,47,Other,Ahmedabad,Premium (20L+),Organic,Home & Kitchen,18,317,13365.25,240574.5,1,1,1,1,1,1665.72,606054.25,0,2024-02-18
CUST01032,49,Male,Mumbai,Mid (3-8L),Email,Clothing,20,354,12676.61,253532.2,0,0,1,1,0,1246.15,579666.63,0,2024-01-12
CUST01033,19,Male,Kolkata,Mid (3-8L),Referral,Beauty,28,126,11920.71,333779.88,0,0,1,1,0,245.86,690149.55,0,2024-08-27
CUST01034,34,Female,Kolkata,Premium (20L+),Referral,Electronics,12,521,7110.5,85326.0,1,1,0,0,1,2783.69,191006.11,0,2023-07-29
CUST01035,40,Female,Kolkata,Premium (20L+),Email,Clothing,20,429,5515.18,110303.6,1,0,1,0,0,741.74,419701.14,0,2023-10-29
CUST01036,18,Male,Bangalore,High (8-20L),Email,Groceries,1,209,3514.8,3514.8,1,0,1,1,1,1488.81,10735.72,0,2024-06-05
CUST01037,41,Male,Delhi,Premium (20L+),Referral,Sports,14,204,831.49,11640.86,0,0,0,1,0,2199.96,38748.05,0,2024-06-10
CUST01038,35,Male,Bangalore,Mid (3-8L),Email,Clothing,20,337,4353.67,87073.4,0,0,0,0,0,1048.15,338184.3,0,2024-01-29
CUST01039,44,Other,Chennai,Premium (20L+),Social Media,Sports,14,170,8652.35,121132.9,0,0,0,0,0,657.5,193043.75,0,2024-07-14
CUST01040,48,Male,Chennai,Premium (20L+),Social Media,Groceries,30,42,7554.19,226625.7,0,0,1,1,1,2942.48,821854.61,0,2024-11-19
CUST01041,54,Other,Pune,High (8-20L),Organic,Home & Kitchen,5,47,10324.77,51623.85,1,1,0,0,1,1414.85,112564.32,0,2024-11-14
CUST01042,37,Female,Kolkata,Low (<3L),Organic,Clothing,10,467,1865.5,18655.0,0,0,0,0,0,2666.09,39583.02,0,2023-09-21
CUST01043,24,Other,Pune,Premium (20L+),Referral,Sports,14,150,5168.83,72363.62,0,0,0,0,0,1944.56,280136.15,0,2024-08-03
CUST01044,22,Female,Mumbai,Premium (20L+),Referral,Beauty,27,288,2564.48,69240.96,1,1,1,1,0,859.91,256036.77,0,2024-03-18
CUST01045,43,Other,Chennai,Premium (20L+),Referral,Electronics,28,490,4511.07,126309.96,0,0,1,0,0,1861.65,458883.64,0,2023-08-29
CUST01046,23,Male,Mumbai,Mid (3-8L),Organic,Groceries,14,226,13479.75,188716.5,0,0,0,0,0,1519.38,298495.07,0,2024-05-19
CUST01047,41,Other,Pune,Low (<3L),Email,Clothing,6,413,5153.08,30918.48,0,0,0,0,0,1920.22,109871.12,0,2023-11-14
CUST01048,28,Female,Ahmedabad,Low (<3L),Paid Ads,Sports,19,432,9346.9,177591.1,0,0,1,0,0,1897.27,381812.97,0,2023-10-26
CUST01049,62,Other,Delhi,Premium (20L+),Organic,Groceries,8,25,4470.35,35762.8,1,1,0,1,1,1204.51,99141.27,0,2024-12-06
CUST01050,59,Other,Kolkata,Premium (20L+),Social Media,Home & Kitchen,26,414,10093.95,262442.7,0,0,0,1,0,634.61,445793.78,0,2023-11-13
CUST01051,25,Male,Delhi,Premium (20L+),Social Media,Sports,5,655,4452.39,22261.95,1,1,0,1,0,543.33,69251.97,0,2023-03-17
CUST01052,53,Other,Hyderabad,Mid (3-8L),Referral,Groceries,21,696,5653.88,118731.48,1,0,0,0,0,287.86,431312.16,0,2023-02-04
CUST01053,42,Male,Ahmedabad,Premium (20L+),Referral,Sports,26,4,12979.84,337475.84,1,0,1,1,1,2882.58,1140258.4,0,2024-12-27
CUST01054,29,Male,Bangalore,High (8-20L),Referral,Groceries,3,232,13170.16,39510.48,1,0,0,0,0,1635.8,108195.27,0,2024-05-13
CUST01055,30,Other,Bangalore,Premium (20L+),Email,Home & Kitchen,25,721,9583.61,239590.25,1,1,1,1,0,1551.84,853135.38,0,2023-01-10
CUST01056,30,Male,Bangalore,High (8-20L),Organic,Home & Kitchen,9,187,6043.15,54388.35,0,0,1,0,0,2213.5,155975.34,0,2024-06-27
CUST01057,47,Male,Hyderabad,High (8-20L),Email,Clothing,14,127,9517.53,133245.42,0,0,1,1,1,2759.49,402654.49,0,2024-08-26
CUST01058,38,Other,Chennai,Premium (20L+),Paid Ads,Beauty,10,63,12826.82,128268.2,0,0,1,1,0,1686.08,205403.61,0,2024-10-29
CUST01059,33,Female,Mumbai,Premium (20L+),Email,Home & Kitchen,3,450,8168.29,24504.87,1,0,1,0,0,1824.49,69476.82,0,2023-10-08
CUST01060,36,Male,Chennai,Premium (20L+),Organic,Electronics,24,394,2905.38,69729.12,0,0,0,1,0,2011.16,269603.9,0,2023-12-03
CUST01061,24,Male,Hyderabad,Mid (3-8L),Paid Ads,Home & Kitchen,22,467,6408.96,140997.12,1,0,0,1,0,2808.88,320589.53,0,2023-09-21
CUST01062,62,Other,Delhi,Low (<3L),Social Media,Groceries,28,606,12839.55,359507.4,0,0,0,0,0,2380.26,1253266.63,0,2023-05-05
CUST01063,29,Male,Ahmedabad,High (8-20L),Email,Clothing,17,183,7139.87,121377.79,0,0,1,1,1,1197.53,209992.71,0,2024-07-01
CUST01064,42,Male,Hyderabad,Low (<3L),Organic,Beauty,26,642,14884.21,386989.46,0,0,0,1,0,2482.61,1097898.02,0,2023-03-30
CUST01065,58,Female,Mumbai,High (8-20L),Referral,Sports,26,288,1822.47,47384.22,1,0,0,1,1,2293.66,79001.41,0,2024-03-18
CUST01066,32,Other,Ahmedabad,Premium (20L+),Referral,Sports,11,73,5722.4,62946.4,0,0,0,1,0,1798.63,97113.92,0,2024-10-19
CUST01067,41,Other,Pune,Premium (20L+),Email,Home & Kitchen,11,256,1552.81,17080.91,0,0,0,0,0,1525.6,49260.71,0,2024-04-19
CUST01068,64,Female,Delhi,Low (<3L),Paid Ads,Clothing,8,411,8195.1,65560.8,1,0,0,0,0,2829.34,207307.13,0,2023-11-16
CUST01069,62,Female,Kolkata,Mid (3-8L),Paid Ads,Clothing,11,309,14725.26,161977.86,1,0,1,1,0,273.21,358438.87,0,2024-02-26
CUST01070,63,Male,Bangalore,Low (<3L),Paid Ads,Electronics,4,633,14627.19,58508.76,1,0,0,0,0,1813.95,172926.76,0,2023-04-08
CUST01071,32,Male,Hyderabad,High (8-20L),Organic,Groceries,25,176,13720.71,343017.75,0,0,1,1,0,1330.22,1312718.09,0,2024-07-08
CUST01072,44,Male,Pune,High (8-20L),Email,Electronics,5,660,1686.43,8432.15,0,0,0,1,0,2466.6,21206.62,0,2023-03-12
CUST01073,34,Male,Chennai,Low (<3L),Paid Ads,Sports,6,541,9832.74,58996.44,0,0,0,1,0,2182.85,113475.17,0,2023-07-09
CUST01074,50,Male,Kolkata,Low (<3L),Organic,Clothing,29,451,8777.35,254543.15,0,0,1,0,0,790.82,806190.52,0,2023-10-07
CUST01075,51,Female,Pune,Mid (3-8L),Referral,Electronics,19,309,13687.97,260071.43,1,0,0,1,0,1894.72,391051.62,0,2024-02-26
CUST01076,43,Other,Chennai,High (8-20L),Social Media,Clothing,19,542,12272.36,233174.84,0,0,0,0,0,2190.99,484336.58,0,2023-07-08
CUST01077,65,Male,Delhi,Premium (20L+),Social Media,Electronics,7,447,14403.18,100822.26,0,0,0,0,0,2523.92,154701.66,0,2023-10-11
CUST01078,39,Male,Ahmedabad,Mid (3-8L),Social Media,Clothing,24,67,11848.28,284358.72,1,0,1,1,1,2104.88,741758.09,0,2024-10-25
CUST01079,58,Male,Chennai,Premium (20L+),Paid Ads,Beauty,7,49,12914.27,90399.89,0,0,1,1,1,1424.86,192576.91,0,2024-11-12
CUST01080,47,Male,Mumbai,Low (<3L),Referral,Beauty,17,434,3296.45,56039.65,0,0,1,0,0,695.77,191803.21,0,2023-10-24
CUST01081,51,Male,Ahmedabad,High (8-20L),Paid Ads,Electronics,21,501,6905.34,145012.14,1,1,1,1,0,817.58,545538.04,0,2023-08-18
CUST01082,33,Other,Ahmedabad,Premium (20L+),Social Media,Groceries,18,209,9735.76,175243.68,0,0,0,1,1,1661.68,565120.5,0,2024-06-05
CUST01083,60,Other,Hyderabad,Premium (20L+),Email,Home & Kitchen,3,150,14370.17,43110.51,0,0,0,1,0,884.02,167880.84,0,2024-08-03
CUST01084,57,Other,Bangalore,Premium (20L+),Organic,Groceries,1,578,14391.74,14391.74,1,1,1,1,0,741.57,25490.15,1,2023-06-02
CUST01085,64,Female,Hyderabad,High (8-20L),Organic,Groceries,7,87,6208.72,43461.04,1,0,1,0,1,1109.2,158393.37,0,2024-10-05
CUST01086,48,Male,Pune,Premium (20L+),Social Media,Clothing,14,155,541.54,7581.56,0,0,0,0,0,847.65,27796.87,0,2024-07-29
CUST01087,47,Female,Delhi,Low (<3L),Organic,Beauty,15,592,3544.76,53171.4,0,0,0,1,0,918.08,201812.51,0,2023-05-19
CUST01088,25,Female,Ahmedabad,Mid (3-8L),Email,Sports,11,488,9293.08,102223.88,0,0,1,0,0,2129.19,291612.82,0,2023-08-31
CUST01089,62,Other,Mumbai,Premium (20L+),Social Media,Beauty,26,309,13345.78,346990.28,0,0,0,0,0,2789.47,761357.36,0,2024-02-26
CUST01090,62,Female,Pune,Premium (20L+),Organic,Electronics,23,562,695.42,15994.66,0,0,0,1,0,2502.48,33357.65,0,2023-06-18
CUST01091,64,Male,Chennai,Mid (3-8L),Social Media,Clothing,5,428,7074.57,35372.85,1,0,0,0,0,530.05,133730.71,0,2023-10-30
CUST01092,41,Other,Hyderabad,Premium (20L+),Social Media,Sports,23,666,12554.21,288746.83,0,0,1,1,0,1248.7,817896.81,0,2023-03-06
CUST01093,44,Male,Delhi,Mid (3-8L),Social Media,Home & Kitchen,3,573,6401.28,19203.84,1,0,0,1,1,2198.42,71238.02,0,2023-06-07
CUST01094,55,Other,Pune,Premium (20L+),Social Media,Groceries,27,122,8132.86,219587.22,0,0,1,1,0,2542.73,573713.22,0,2024-08-31
CUST01095,34,Other,Chennai,Low (<3L),Social Media,Electronics,13,428,5820.23,75662.99,1,1,0,0,1,843.27,245955.71,0,2023-10-30
CUST01096,53,Female,Kolkata,Mid (3-8L),Email,Home & Kitchen,17,546,8223.67,139802.39,0,0,0,0,0,2742.4,387398.01,0,2023-07-04
CUST01097,52,Male,Chennai,Low (<3L),Paid Ads,Clothing,17,180,1674.99,28474.83,1,0,0,0,0,323.25,77630.1,0,2024-07-04
CUST01098,26,Male,Delhi,Mid (3-8L),Organic,Electronics,15,657,6505.2,97578.0,0,0,1,1,0,973.67,353043.51,0,2023-03-15
CUST01099,20,Male,Mumbai,Low (<3L),Email,Beauty,3,400,2724.38,8173.14,0,0,0,0,0,1546.18,28715.78,0,2023-11-27
CUST01100,52,Other,Pune,Low (<3L),Organic,Clothing,1,577,14829.52,14829.52,1,0,0,1,1,930.25,25397.05,1,2023-06-03
CUST01101,56,Other,Ahmedabad,High (8-20L),Referral,Electronics,17,652,2513.49,42729.33,1,1,0,1,0,313.07,110529.02,0,2023-03-20
CUST01102,20,Other,Mumbai,Low (<3L),Paid Ads,Clothing,29,479,5855.07,169797.03,1,0,1,0,0,1776.4,354791.65,0,2023-09-09
CUST01103,35,Other,Chennai,High (8-20L),Paid Ads,Beauty,22,680,5683.3,125032.6,0,0,1,0,0,310.25,334390.07,0,2023-02-20
CUST01104,31,Male,Kolkata,Premium (20L+),Organic,Electronics,12,713,11653.79,139845.48,0,0,0,0,0,369.99,490156.21,0,2023-01-18
CUST01105,43,Female,Delhi,Low (<3L),Paid Ads,Sports,21,466,14443.64,303316.44,0,0,1,1,1,897.24,601974.09,0,2023-09-22
CUST01106,30,Other,Delhi,Premium (20L+),Paid Ads,Sports,8,572,10193.1,81544.8,0,0,1,1,1,1660.83,253846.12,0,2023-06-08
CUST01107,64,Female,Kolkata,High (8-20L),Social Media,Electronics,1,482,13227.86,13227.86,0,0,1,1,0,1066.84,45579.73,1,2023-09-06
CUST01108,47,Male,Kolkata,High (8-20L),Referral,Groceries,6,367,14208.28,85249.68,1,1,0,0,0,841.42,271893.39,0,2023-12-30
CUST01109,52,Other,Bangalore,High (8-20L),Social Media,Home & Kitchen,28,707,10129.37,283622.36,1,0,1,1,1,1636.34,1106107.14,0,2023-01-24
CUST01110,50,Male,Chennai,Low (<3L),Paid Ads,Sports,8,161,10551.87,84414.96,0,0,1,1,1,575.91,255375.35,0,2024-07-23
CUST01111,21,Other,Pune,Low (<3L),Paid Ads,Clothing,22,76,1145.59,25202.98,1,0,0,0,0,2915.25,89718.68,0,2024-10-16
CUST01112,51,Female,Pune,Low (<3L),Referral,Beauty,24,503,12158.56,291805.44,0,0,0,0,0,2191.66,769450.03,0,2023-08-16
CUST01113,64,Male,Mumbai,Mid (3-8L),Social Media,Electronics,19,637,9573.84,181902.96,0,0,1,0,0,2003.28,727358.8,0,2023-04-04
CUST01114,44,Male,Delhi,Low (<3L),Organic,Sports,25,213,7601.0,190025.0,1,1,0,1,1,2603.46,655070.02,0,2024-06-01
CUST01115,51,Male,Mumbai,Mid (3-8L),Social Media,Home & Kitchen,27,703,14959.77,403913.79,0,0,0,1,1,513.64,735029.2,0,2023-01-28
CUST01116,51,Male,Chennai,Premium (20L+),Paid Ads,Beauty,16,78,10631.73,170107.68,1,1,0,1,1,2670.39,544395.93,0,2024-10-14
CUST01117,41,Other,Pune,Mid (3-8L),Email,Beauty,3,412,9174.26,27522.78,0,0,1,0,0,832.36,68600.68,0,2023-11-15
CUST01118,39,Male,Bangalore,Premium (20L+),Social Media,Beauty,6,569,14141.52,84849.12,0,0,0,0,0,1463.62,198375.39,0,2023-06-11
CUST01119,22,Male,Hyderabad,Low (<3L),Paid Ads,Beauty,5,198,8180.74,40903.7,0,0,1,0,1,1144.98,111705.5,0,2024-06-16
CUST01120,45,Female,Mumbai,Low (<3L),Email,Clothing,24,599,6569.79,157674.96,0,0,0,0,0,2649.52,258345.48,0,2023-05-12
CUST01121,41,Female,Kolkata,Low (<3L),Email,Groceries,13,573,10368.15,134785.95,0,0,1,0,0,691.42,275840.82,0,2023-06-07
CUST01122,40,Male,Kolkata,Mid (3-8L),Referral,Groceries,19,619,7435.18,141268.42,1,0,0,0,0,2954.98,505526.05,0,2023-04-22
CUST01123,65,Male,Delhi,Mid (3-8L),Paid Ads,Sports,29,163,372.9,10814.1,1,1,1,1,0,2615.93,40896.88,0,2024-07-21
CUST01124,51,Male,Kolkata,Low (<3L),Social Media,Sports,8,70,5802.25,46418.0,0,0,0,0,0,2067.67,122025.25,0,2024-10-22
CUST01125,19,Other,Mumbai,High (8-20L),Organic,Groceries,19,6,1253.15,23809.85,1,0,0,0,0,2201.03,62685.86,0,2024-12-25
CUST01126,55,Male,Kolkata,Premium (20L+),Organic,Groceries,19,346,13082.83,248573.77,1,1,1,0,1,1027.53,705492.51,0,2024-01-20
CUST01127,55,Female,Chennai,Mid (3-8L),Paid Ads,Clothing,19,625,4627.79,87928.01,1,1,0,0,1,503.39,316361.99,0,2023-04-16
CUST01128,36,Male,Kolkata,Premium (20L+),Organic,Electronics,18,674,6294.94,113308.92,0,0,1,0,0,529.61,386324.39,0,2023-02-26
CUST01129,59,Female,Bangalore,Mid (3-8L),Paid Ads,Sports,18,497,7943.91,142990.38,0,0,1,1,1,2715.86,400447.61,0,2023-08-22
CUST01130,53,Male,Hyderabad,Low (<3L),Paid Ads,Beauty,14,51,2031.74,28444.36,0,0,1,1,0,2452.84,98422.89,0,2024-11-10
CUST01131,55,Female,Bangalore,Premium (20L+),Paid Ads,Beauty,3,167,5921.78,17765.34,1,0,0,0,0,241.81,48052.09,0,2024-07-17
CUST01132,24,Other,Bangalore,Mid (3-8L),Organic,Home & Kitchen,11,145,5251.73,57769.03,0,0,1,0,1,1316.28,108165.58,0,2024-08-08
CUST01133,37,Other,Hyderabad,Low (<3L),Email,Home & Kitchen,27,562,7332.73,197983.71,0,0,0,0,0,2069.61,551334.45,0,2023-06-18
CUST01134,43,Female,Delhi,Low (<3L),Email,Electronics,27,334,7707.32,208097.64,0,0,0,0,0,2480.08,486345.51,0,2024-02-01
CUST01135,21,Male,Kolkata,Low (<3L),Organic,Home & Kitchen,21,445,1477.54,31028.34,0,0,1,0,0,2366.23,113478.28,0,2023-10-13
CUST01136,30,Other,Ahmedabad,Premium (20L+),Social Media,Sports,2,353,3541.51,7083.02,1,0,1,1,0,988.2,13498.68,1,2024-01-13
CUST01137,46,Male,Kolkata,Premium (20L+),Social Media,Home & Kitchen,20,590,5364.89,107297.8,0,0,1,1,1,2784.65,424358.09,0,2023-05-21
CUST01138,62,Other,Delhi,High (8-20L),Email,Clothing,13,194,10217.1,132822.3,1,0,0,0,0,767.47,276307.94,0,2024-06-20
CUST01139,38,Female,Bangalore,Mid (3-8L),Paid Ads,Sports,30,320,1898.09,56942.7,0,0,1,0,0,2989.11,214622.43,0,2024-02-15
CUST01140,24,Male,Bangalore,Low (<3L),Referral,Beauty,4,506,11329.96,45319.84,0,0,1,0,0,1729.12,178609.24,0,2023-08-13
CUST01141,25,Male,Chennai,Premium (20L+),Email,Clothing,29,47,8314.28,241114.12,1,0,0,0,0,2620.76,556384.49,0,2024-11-14
CUST01142,43,Female,Mumbai,Low (<3L),Referral,Home & Kitchen,9,439,14925.45,134329.05,0,0,1,0,1,2529.6,335271.73,0,2023-10-19
CUST01143,24,Male,Ahmedabad,Premium (20L+),Organic,Electronics,6,539,1405.12,8430.72,0,0,0,1,1,1849.18,30083.4,0,2023-07-11
CUST01144,58,Male,Hyderabad,Premium (20L+),Social Media,Home & Kitchen,19,171,5300.02,100700.38,1,1,1,0,1,2626.43,209363.34,0,2024-07-13
CUST01145,33,Male,Bangalore,High (8-20L),Referral,Beauty,1,384,3664.95,3664.95,1,1,0,1,1,1848.11,12086.85,1,2023-12-13
CUST01146,43,Other,Delhi,Premium (20L+),Referral,Beauty,23,668,6219.09,143039.07,1,0,1,0,1,243.29,487954.91,0,2023-03-04
CUST01147,52,Male,Delhi,Mid (3-8L),Social Media,Groceries,8,86,5434.77,43478.16,0,0,0,1,1,2046.75,66829.43,0,2024-10-06
CUST01148,52,Female,Delhi,High (8-20L),Referral,Beauty,19,577,11067.6,210284.4,0,0,0,0,0,1116.7,524623.01,0,2023-06-03
CUST01149,56,Male,Hyderabad,Mid (3-8L),Referral,Groceries,20,107,8265.31,165306.2,0,0,0,0,0,2698.09,263575.83,0,2024-09-15
CUST01150,20,Other,Chennai,Premium (20L+),Organic,Electronics,23,22,3986.34,91685.82,1,1,1,1,1,1907.24,264408.35,0,2024-12-09
CUST01151,59,Male,Hyderabad,High (8-20L),Referral,Beauty,21,172,7760.76,162975.96,0,0,1,0,0,701.32,609202.53,0,2024-07-12
CUST01152,46,Female,Ahmedabad,Mid (3-8L),Organic,Beauty,25,58,3045.39,76134.75,1,0,0,0,0,2214.34,240527.22,0,2024-11-03
CUST01153,49,Other,Ahmedabad,Premium (20L+),Organic,Sports,5,92,8746.52,43732.6,1,1,0,0,0,1815.05,119598.51,0,2024-09-30
CUST01154,20,Other,Pune,Low (<3L),Referral,Groceries,21,540,10330.38,216937.98,0,0,1,0,1,2672.46,685290.87,0,2023-07-10
CUST01155,42,Female,Pune,Premium (20L+),Organic,Groceries,2,699,10193.27,20386.54,0,0,1,0,1,1159.37,49668.2,1,2023-02-01
CUST01156,29,Other,Kolkata,Premium (20L+),Organic,Groceries,13,530,2363.21,30721.73,1,0,0,0,0,2113.87,102868.68,0,2023-07-20
CUST01157,43,Male,Chennai,Low (<3L),Paid Ads,Home & Kitchen,13,562,4132.71,53725.23,1,0,1,1,0,2846.07,132845.91,0,2023-06-18
CUST01158,28,Female,Chennai,Mid (3-8L),Paid Ads,Home & Kitchen,17,108,11790.73,200442.41,1,0,0,1,0,271.85,624288.32,0,2024-09-14
CUST01159,34,Female,Pune,Low (<3L),Organic,Sports,11,231,11663.15,128294.65,1,1,0,0,0,1958.76,230923.24,0,2024-05-14
CUST01160,50,Other,Delhi,Low (<3L),Referral,Clothing,20,235,2722.78,54455.6,0,0,1,0,0,305.53,195844.5,0,2024-05-10
CUST01161,43,Female,Delhi,High (8-20L),Paid Ads,Beauty,15,620,5103.49,76552.35,1,0,0,0,0,1225.11,284410.91,0,2023-04-21
CUST01162,48,Other,Delhi,Mid (3-8L),Referral,Groceries,15,406,973.14,14597.1,1,1,0,0,0,2355.33,25075.52,0,2023-11-21
CUST01163,29,Female,Kolkata,Low (<3L),Organic,Home & Kitchen,17,246,8553.84,145415.28,0,0,1,0,0,563.37,525204.43,0,2024-04-29
CUST01164,53,Female,Kolkata,Mid (3-8L),Social Media,Groceries,30,392,8493.88,254816.4,1,0,1,1,1,1459.38,663925.08,0,2023-12-05
CUST01165,28,Male,Ahmedabad,High (8-20L),Organic,Home & Kitchen,11,45,4410.32,48513.52,1,1,1,1,1,1088.52,159206.35,0,2024-11-16
CUST01166,36,Male,Bangalore,High (8-20L),Organic,Clothing,30,609,14524.23,435726.9,1,1,0,0,1,217.52,696511.83,0,2023-05-02
CUST01167,37,Female,Chennai,Mid (3-8L),Email,Electronics,8,596,9746.96,77975.68,0,0,1,1,0,215.6,183229.16,0,2023-05-15
CUST01168,51,Male,Kolkata,Mid (3-8L),Email,Clothing,10,420,4480.14,44801.4,1,0,1,0,0,2580.96,178137.43,0,2023-11-07
CUST01169,45,Female,Ahmedabad,High (8-20L),Referral,Clothing,5,724,2207.13,11035.65,0,0,1,1,0,2884.34,31060.6,0,2023-01-07
CUST01170,63,Other,Delhi,Mid (3-8L),Social Media,Electronics,27,666,2156.54,58226.58,0,0,0,1,1,365.16,194811.06,0,2023-03-06
CUST01171,51,Male,Kolkata,High (8-20L),Referral,Clothing,6,522,10847.91,65087.46,1,0,0,1,0,2177.27,205864.69,0,2023-07-28
